"nim","nama","prodi","kabupaten","provinsi","penghasilan_ayah","Prestasi yang pernah saudara/i raih ?","Apa yang membuat saudara/ i tertarik kuliah di Universitas Nurul Jadid ?","Siapa yang memotivasi saudara/ i hingga akhirnya memilih kuliah di Universitas Nurul Jadid ?","prestasi_terkini"
"2137670277","mahasiswa 277","PAI","KAB. BONDOWOSO","Jawa Timur","Kurang dari Rp. 500.000","Juara di luar sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2137770278","mahasiswa 278","PAI","KAB. SITUBONDO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Kampus berbasis pesantren","Teman sekolah","1"
"2137870279","mahasiswa 279","PAI","KAB. SITUBONDO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Kampus berbasis pesantren","Teman sekolah","1"
"2137970280","mahasiswa 280","PAI","KAB. SITUBONDO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di luar sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2138070281","mahasiswa 281","PAI","KAB. BONDOWOSO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Lainnya","Ada saudara/ teman yang kuliah di UNUJA","Kesadaran diri sendiri","0"
"2138170282","mahasiswa 282","PAI","KAB. SITUBONDO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Orang tua/ kerabat","0"
"2138270283","mahasiswa 283","PAI","KAB. SITUBONDO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di luar sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2138370284","mahasiswa 284","PAI","KAB. SITUBONDO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Kampus berbasis pesantren","Guru di sekolah","1"
"2138470285","mahasiswa 285","PAI","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Lainnya","Lainnya","Lainnya","0"
"2138570286","mahasiswa 286","PAI","KAB. SITUBONDO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2138670287","mahasiswa 287","PAI","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di luar sekolah","Dekat dari rumah","Kesadaran diri sendiri","1"
"2138770288","mahasiswa 288","PAI","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2138870289","mahasiswa 289","PAI","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Dekat dari rumah","Orang tua/ kerabat","1"
"2138970290","mahasiswa 290","PBA","KAB. JEMBER","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Lainnya","Kampus berbasis pesantren","Orang tua/ kerabat","0"
"2139070291","mahasiswa 291","PBA","KAB. LUMAJANG","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2139170292","mahasiswa 292","PBA","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2139270293","mahasiswa 293","PBA","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2139370294","mahasiswa 294","PBA","KAB. BONDOWOSO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di sekolah","Kampus berbasis pesantren","Teman sekolah","1"
"2139470295","mahasiswa 295","PBA","KAB. JEMBER","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di luar sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2139570296","mahasiswa 296","PBA","KAB. SITUBONDO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2139670297","mahasiswa 297","PBA","KAB. SUMENEP","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di luar sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2139770298","mahasiswa 298","PBA","KAB. PROBOLINGGO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Lainnya","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2139870299","mahasiswa 299","PBA","KAB. JEMBRANA","Bali","Rp. 2.000.000 s/d Rp. 4.999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2139970300","mahasiswa 300","PBA","KAB. BONDOWOSO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di sekolah","Ada saudara/ teman yang kuliah di UNUJA","Orang tua/ kerabat","1"
"2140070301","mahasiswa 301","PBA","KAB. BONDOWOSO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2140170302","mahasiswa 302","PBA","KAB. SUMENEP","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di luar sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2140270303","mahasiswa 303","PBA","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Orang tua/ kerabat","0"
"2140370304","mahasiswa 304","PBA","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Biaya terjangkau","Kesadaran diri sendiri","1"
"2140470305","mahasiswa 305","PBA","KAB. KARANGASEM","Bali","Rp. 2.000.000 s/d Rp. 4.999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2140570306","mahasiswa 306","PBA","KAB. BULELENG","Bali","Rp. 5.000.000 s/d Rp. 20.000.000","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2140670307","mahasiswa 307","PBA","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Dekat dari rumah","Orang tua/ kerabat","0"
"2140770308","mahasiswa 308","PBA","KAB. BONDOWOSO","Jawa Timur","Kurang dari Rp. 500.000","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Orang tua/ kerabat","0"
"2140870309","mahasiswa 309","PBA","KAB. SITUBONDO","Jawa Timur","Kurang dari Rp. 500.000","Juara di luar sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2140970310","mahasiswa 310","PBA","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2141070311","mahasiswa 311","PBA","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2141170312","mahasiswa 312","PBA","KAB. PROBOLINGGO","Jawa Timur","","Lainnya","Kampus berbasis pesantren","Orang tua/ kerabat","0"
"2141270313","mahasiswa 313","MPI","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Juara di luar sekolah","Dekat dari rumah","Kesadaran diri sendiri","1"
"2141370314","mahasiswa 314","MPI","KAB. BONDOWOSO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2141470315","mahasiswa 315","MPI","KAB. SITUBONDO","Jawa Timur","Kurang dari Rp. 500.000","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2141570316","mahasiswa 316","MPI","KAB. LUMAJANG","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Juara di luar sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2141670317","mahasiswa 317","MPI","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2141770318","mahasiswa 318","MPI","KAB. PROBOLINGGO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2141870319","mahasiswa 319","MPI","KAB. BONDOWOSO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2141970320","mahasiswa 320","MPI","KAB. BANYUWANGI","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Orang tua/ kerabat","0"
"2142070321","mahasiswa 321","MPI","KAB. JEMBER","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2142170322","mahasiswa 322","MPI","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Orang tua/ kerabat","0"
"2142270323","mahasiswa 323","MPI","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Tidak diterima di kampus lain","Orang tua/ kerabat","0"
"2142370324","mahasiswa 324","MPI","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di luar sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2142470325","mahasiswa 325","MPI","KAB. PROBOLINGGO","Jawa Timur","Lebih dari Rp. 20.000.000","Juara di sekolah","Dekat dari rumah","Kesadaran diri sendiri","1"
"2142570326","mahasiswa 326","MPI","KAB. SUMENEP","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di luar sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2142670327","mahasiswa 327","MPI","KAB. JEMBRANA","Bali","Rp. 2.000.000 s/d Rp. 4.999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2142770328","mahasiswa 328","MPI","KAB. JEMBER","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Kampus berbasis pesantren","Lainnya","1"
"2142870329","mahasiswa 329","MPI","KAB. SUMENEP","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Lainnya","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2142970330","mahasiswa 330","MPI","KAB. SAMPANG","Jawa Timur","Kurang dari Rp. 500.000","Juara di luar sekolah","Kampus berbasis pesantren","Lainnya","1"
"2143070331","mahasiswa 331","MPI","KAB. BONDOWOSO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di luar sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2143170332","mahasiswa 332","MPI","KAB. BANYUWANGI","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2143270333","mahasiswa 333","MPI","KAB. LOMBOK TENGAH","Nusa Tenggara Barat","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2143370334","mahasiswa 334","MPI","KAB. SUMENEP","Jawa Timur","Kurang dari Rp. 500.000","Lainnya","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2143470335","mahasiswa 335","MPI","KAB. PROBOLINGGO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Juara di luar sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2143570336","mahasiswa 336","MPI","KAB. SITUBONDO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Tidak pernah meraih prestasi","Ada saudara/ teman yang kuliah di UNUJA","Kesadaran diri sendiri","0"
"2143670337","mahasiswa 337","MPI","KAB. PAMEKASAN","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2143770338","mahasiswa 338","MPI","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Dekat dari rumah","Orang tua/ kerabat","0"
"2143870339","mahasiswa 339","MPI","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Fasilitas bagus","Kesadaran diri sendiri","1"
"2143970340","mahasiswa 340","MPI","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2144070341","mahasiswa 341","MPI","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2144170342","mahasiswa 342","MPI","KAB. SUMENEP","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Kampus berbasis pesantren","Guru di sekolah","1"
"2144270343","mahasiswa 343","MPI","KAB. PROBOLINGGO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2144370344","mahasiswa 344","MPI","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di sekolah","Dekat dari rumah","Kesadaran diri sendiri","1"
"2144470345","mahasiswa 345","MPI","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2144570346","mahasiswa 346","MPI","KOTA TANGERANG","Banten","Rp. 2.000.000 s/d Rp. 4.999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2144670347","mahasiswa 347","MPI","KAB. SITUBONDO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Dipaksa orang tua","Orang tua/ kerabat","0"
"2144770348","mahasiswa 348","MPI","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di luar sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2144870349","mahasiswa 349","MPI","KAB. BONDOWOSO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2144970350","mahasiswa 350","MPI","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2145070351","mahasiswa 351","MPI","KAB. BONDOWOSO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2145170352","mahasiswa 352","MPI","KAB. BANYUWANGI","Jawa Timur","Kurang dari Rp. 500.000","Lainnya","Biaya terjangkau","Orang tua/ kerabat","0"
"2145270353","mahasiswa 353","MPI","KAB. BONDOWOSO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di sekolah","Dekat dari rumah","Kesadaran diri sendiri","1"
"2145370354","mahasiswa 354","MPI","KAB. BONDOWOSO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di luar sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2145470355","mahasiswa 355","MPI","KAB. SUMENEP","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Kampus berbasis pesantren","Teman sekolah","1"
"2145570356","mahasiswa 356","MPI","KAB. BONDOWOSO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Lainnya","Kampus berbasis pesantren","Guru di sekolah","0"
"2145670357","mahasiswa 357","MPI","KAB. PROBOLINGGO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Tidak pernah meraih prestasi","Biaya terjangkau","Kesadaran diri sendiri","0"
"2145770358","mahasiswa 358","MPI","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di luar sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2145870359","mahasiswa 359","MPI","KAB. JEMBER","Jawa Timur","Kurang dari Rp. 500.000","Tidak pernah meraih prestasi","Ada saudara/ teman yang kuliah di UNUJA","Orang tua/ kerabat","0"
"2145970360","mahasiswa 360","MPI","KAB. SUMENEP","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2146070361","mahasiswa 361","MPI","KOTA PONTIANAK","Kalimantan Barat","Rp. 2.000.000 s/d Rp. 4.999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2146170362","mahasiswa 362","MPI","KAB. SITUBONDO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2146270363","mahasiswa 363","MPI","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2146370364","mahasiswa 364","MPI","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di luar sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2146470365","mahasiswa 365","MPI","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2146570366","mahasiswa 366","MPI","KAB. SUMENEP","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Ada saudara/ teman yang kuliah di UNUJA","Orang tua/ kerabat","1"
"2146670367","mahasiswa 367","MPI","KAB. BONDOWOSO","Jawa Timur","Kurang dari Rp. 500.000","Lainnya","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2146770368","mahasiswa 368","MPI","KAB. BONDOWOSO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Orang tua/ kerabat","0"
"2146870369","mahasiswa 369","MPI","KAB. BONDOWOSO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2146970370","mahasiswa 370","MPI","KAB. BONDOWOSO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2147070371","mahasiswa 371","MPI","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di luar sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2147170372","mahasiswa 372","MPI","KAB. SUMENEP","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2147270373","mahasiswa 373","MPI","KAB. SITUBONDO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Kampus berbasis pesantren","Teman sekolah","1"
"2147370374","mahasiswa 374","MPI","KAB. SITUBONDO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Kampus berbasis pesantren","Teman sekolah","1"
"2147470375","mahasiswa 375","MPI","KAB. BANYUWANGI","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Orang tua/ kerabat","0"
"2147570376","mahasiswa 376","MPI","KAB. SUMENEP","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Lainnya","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2147670377","mahasiswa 377","PGMI","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Dekat dari rumah","Orang tua/ kerabat","1"
"2147770378","mahasiswa 378","PGMI","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2147870379","mahasiswa 379","PGMI","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2147970380","mahasiswa 380","PGMI","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2148070381","mahasiswa 381","PGMI","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2148170382","mahasiswa 382","PGMI","KAB. BULELENG","Bali","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2148270383","mahasiswa 383","PGMI","KAB. SUMENEP","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2148370384","mahasiswa 384","PGMI","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2148470385","mahasiswa 385","PGMI","KAB. BONDOWOSO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Juara di luar sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2148570386","mahasiswa 386","PGMI","KAB. KARANGANYAR","Jawa Tengah","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2148670387","mahasiswa 387","PGMI","KAB. PAMEKASAN","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2148770388","mahasiswa 388","PGMI","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2148870389","mahasiswa 389","PGMI","KAB. GRESIK","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2148970390","mahasiswa 390","PGMI","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2149070391","mahasiswa 391","PGMI","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di luar sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2149170392","mahasiswa 392","PGMI","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Ada saudara/ teman yang kuliah di UNUJA","Kesadaran diri sendiri","0"
"2149270393","mahasiswa 393","PGMI","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Kampus berbasis pesantren","Guru di sekolah","1"
"2149370394","mahasiswa 394","PGMI","KAB. BONDOWOSO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2149470395","mahasiswa 395","PGMI","","","","Juara di sekolah","Lainnya","Lainnya","1"
"2149570396","mahasiswa 396","PGMI","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2149670397","mahasiswa 397","PIAUD","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Kampus berbasis pesantren","Guru di sekolah","1"
"2149770398","mahasiswa 398","PIAUD","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2149870399","mahasiswa 399","TE","KAB. JEMBER","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Lainnya","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2149970400","mahasiswa 400","TE","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di sekolah","Fasilitas bagus","Kesadaran diri sendiri","1"
"2150070401","mahasiswa 401","TE","KAB. SITUBONDO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2150170402","mahasiswa 402","TE","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di sekolah","Dekat dari rumah","Kesadaran diri sendiri","1"
"2150270403","mahasiswa 403","TE","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Lainnya","Dekat dari rumah","Kesadaran diri sendiri","0"
"2150370404","mahasiswa 404","TE","KAB. PROBOLINGGO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Juara di luar sekolah","Dipaksa orang tua","Teman sekolah","1"
"2150470405","mahasiswa 405","TE","KAB. LUMAJANG","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Dekat dari rumah","Orang tua/ kerabat","1"
"2150570406","mahasiswa 406","TE","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2150670407","mahasiswa 407","TE","KAB. SITUBONDO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Juara di sekolah","Ada saudara/ teman yang kuliah di UNUJA","Kesadaran diri sendiri","1"
"2150770408","mahasiswa 408","TE","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Kampus berbasis pesantren","Guru di sekolah","1"
"2150870409","mahasiswa 409","TE","KAB. SITUBONDO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Juara di luar sekolah","Kampus berbasis pesantren","Lainnya","1"
"2150970410","mahasiswa 410","TE","KAB. PROBOLINGGO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Juara di luar sekolah","Dekat dari rumah","Orang tua/ kerabat","1"
"2151070411","mahasiswa 411","TE","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di luar sekolah","Fasilitas bagus","Orang tua/ kerabat","1"
"2151170412","mahasiswa 412","TE","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2151270413","mahasiswa 413","TE","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Fasilitas bagus","Kesadaran diri sendiri","0"
"2151370414","mahasiswa 414","TE","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Tidak pernah meraih prestasi","Dekat dari rumah","Kesadaran diri sendiri","0"
"2151470415","mahasiswa 415","TE","KAB. BONDOWOSO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
